Mary	1.0	f
Patricia	0.40813997	f
Linda	0.39368582	f
Barbara	0.37276533	f
Elizabeth	0.35640928	f
Jennifer	0.35450742	f
Maria	0.31494865	f
Susan	0.302016	f
Margaret	0.2921263	f
Dorothy	0.276531	f
Lisa	0.26778242	f
Nancy	0.2544694	f
Karen	0.25370863	f
Betty	0.25332826	f
Helen	0.25218713	f
Sandra	0.23925447	f
Donna	0.22175732	f
Carol	0.21491061	f
Ruth	0.2137695	f
Sharon	0.19855459	f
Michelle	0.19741346	f
Laura	0.19399011	f
Sarah	0.19322938	f
Kimberly	0.19170788	f
Deborah	0.18790415	f
Jessica	0.18638267	f
Shirley	0.18333967	f
Cynthia	0.17839484	f
Angela	0.17801446	f
Melissa	0.17573223	f
Brenda	0.17306961	f
Amy	0.17154813	f
Anna	0.16736402	f
Rebecca	0.1635603	f
Virginia	0.1635603	f
Kathleen	0.16127805	f
Pamela	0.15823507	f
Martha	0.15671358	f
Debra	0.15519209	f
Amanda	0.15367061	f
Stephanie	0.15214911	f
Carolyn	0.14644352	f
Christine	0.1453024	f
Marie	0.14416128	f
Janet	0.14416128	f
Catherine	0.14187904	f
Frances	0.14073792	f
Ann	0.13845569	f
Joyce	0.13845569	f
Diane	0.13655382	f
Alice	0.13579307	f
Julie	0.13236973	f
Heather	0.12818563	f
Teresa	0.12780525	f
Doris	0.12742488	f
Gloria	0.12742488	f
Evelyn	0.122480035	f
Jean	0.11981742	f
Cheryl	0.11981742	f
Mildred	0.11905667	f
Katherine	0.11905667	f
Joan	0.116394065	f
Ashley	0.11525295	f
Judith	0.11297071	f
Rose	0.11259034	f
Janice	0.10840624	f
Kelly	0.10764549	f
Nicole	0.10688475	f
Judy	0.10498288	f
Christina	0.104602516	f
Kathy	0.1034614	f
Theresa	0.10308102	f
Beverly	0.10155953	f
Denise	0.10041841	f
Tammy	0.098516546	f
Irene	0.09585394	f
Jane	0.09509319	f
Lori	0.09433245	f
Rachel	0.09205021	f
Marilyn	0.091669835	f
Andrea	0.08976798	f
Kathryn	0.08900723	f
Louise	0.08710536	f
Sara	0.08710536	f
Anne	0.08672499	f
Jacqueline	0.08672499	f
Wanda	0.08596425	f
Bonnie	0.08482313	f
Julia	0.08482313	f
Ruby	0.08406238	f
Lois	0.08368201	f
Tina	0.08368201	f
Phyllis	0.08330163	f
Norma	0.08292126	f
Paula	0.08254089	f
Diana	0.08216052	f
Annie	0.08216052	f
Lillian	0.08025865	f
Emily	0.07911754	f
Robin	0.07911754	f
Peggy	0.07911754	f
Crystal	0.07873716	f
Gladys	0.07797642	f
Rita	0.077596046	f
Dawn	0.076835304	f
Connie	0.076074556	f
Florence	0.076074556	f
Tracy	0.07493343	f
Edna	0.07493343	f
Tiffany	0.07417269	f
Carmen	0.07417269	f
Rosa	0.07379232	f
Cindy	0.073031574	f
Grace	0.07189045	f
Wendy	0.07036896	f
Victoria	0.0684671	f
Edith	0.06808673	f
Kim	0.067706354	f
Sherry	0.067706354	f
Sylvia	0.06732598	f
Josephine	0.06732598	f
Thelma	0.06656523	f
Shannon	0.06656523	f
Sheila	0.06656523	f
Ethel	0.06618486	f
Ellen	0.06580449	f
Elaine	0.06580449	f
Marjorie	0.06580449	f
Carrie	0.06504375	f
Charlotte	0.064283	f
Monica	0.063141875	f
Esther	0.063141875	f
Pauline	0.06276151	f
Emma	0.06276151	f
Juanita	0.062381137	f
Anita	0.06162039	f
Rhonda	0.06162039	f
Hazel	0.061240017	f
Amber	0.060859643	f
Eva	0.06047927	f
Debbie	0.059718527	f
April	0.058577407	f
Leslie	0.058577407	f
Clara	0.058197033	f
Lucille	0.058197033	f
Jamie	0.058197033	f
Joanne	0.057055917	f
Eleanor	0.057055917	f
Valerie	0.056675546	f
Danielle	0.056675546	f
Megan	0.055914797	f
Alicia	0.055534422	f
Suzanne	0.05515405	f
Michele	0.05515405	f
Gail	0.05515405	f
Bertha	0.05439331	f
Darlene	0.054012936	f
Veronica	0.054012936	f
Jill	0.054012936	f
Erin	0.05363256	f
Geraldine	0.05363256	f
Lauren	0.052111067	f
Cathy	0.052111067	f
Joann	0.0517307	f
Lorraine	0.051350325	f
Lynn	0.051350325	f
Sally	0.051350325	f
Regina	0.05058958	f
Erica	0.04944846	f
Beatrice	0.04944846	f
Dolores	0.049068086	f
Bernice	0.04868772	f
Audrey	0.048307344	f
Yvonne	0.04792697	f
Annette	0.047546595	f
June	0.047546595	f
Samantha	0.047166225	f
Marion	0.04640548	f
Dana	0.04640548	f
Stacy	0.046025105	f
Ana	0.04564473	f
Renee	0.04564473	f
Ida	0.04488399	f
Vivian	0.04488399	f
Roberta	0.044503614	f
Holly	0.044503614	f
Brittany	0.044503614	f
Melanie	0.04412324	f
Loretta	0.04374287	f
Yolanda	0.04374287	f
Jeanette	0.04374287	f
Laurie	0.043362495	f
Katie	0.042982124	f
Kristen	0.04222138	f
Vanessa	0.04222138	f
Alma	0.04222138	f
Sue	0.04222138	f
Elsie	0.041841004	f
Beth	0.041841004	f
Jeanne	0.04146063	f
Vicki	0.04146063	f
Carla	0.040699888	f
Tara	0.040699888	f
